pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2022-06-28,92.2,2.24,6.43,"Cruz, Oneil",665833,571578,,ball,NA,NA,NA,NA,14,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,B,NA,,2,1,2022,0.97,1.2,1.21,2.3,NA,NA,NA,1,8,Top,NA,NA,NA,NA,656180,NA,NA,-4.78491683155069,-134.068490304116,-7.32679102483724,12.7592463936962,29.702812654132,-16.2874678826833,3.92,1.89,NA,NA,NA,92.9,2192,6.8,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.69,NA,NA,NA,NA,NA,NA,NA,59,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,148,0,0.075
SL,2022-06-28,81.8,2.44,6.44,"Cruz, Oneil",665833,571578,,ball,NA,NA,NA,NA,13,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,B,NA,,1,1,2022,-0.21,-0.01,-0.98,2.48,NA,NA,NA,1,8,Top,NA,NA,NA,NA,656180,NA,NA,-7.37350906982816,-119.100461499135,-2.43625662658874,-0.71318786054771,20.4125331478481,-31.9902460224187,3.87,1.82,NA,NA,NA,82.9,2266,6.7,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.76,NA,NA,NA,NA,NA,NA,NA,59,3,Slider,1,1,1,1,1,1,1,1,Standard,Standard,254,0,0.033
SL,2022-06-28,80.8,2.47,6.4,"Cruz, Oneil",665833,571578,,called_strike,NA,NA,NA,NA,13,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,S,NA,,1,0,2022,-0.24,0.14,-0.51,1.71,NA,NA,NA,1,8,Top,NA,NA,NA,NA,656180,NA,NA,-6.24417658973986,-117.587752005327,-4.20281739109063,-1.21120998499168,18.7439125763359,-30.3399261402326,3.86,1.86,NA,NA,NA,82.1,2174,6.8,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.72,NA,NA,NA,NA,NA,NA,NA,59,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,195,0,-0.031
SL,2022-06-28,82.4,2.32,6.39,"Cruz, Oneil",665833,571578,,ball,NA,NA,NA,NA,13,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,B,NA,,0,0,2022,-0.16,0.22,-1.35,0.84,NA,NA,NA,1,8,Top,NA,NA,NA,NA,656180,NA,NA,-8.06742770395186,-119.617074379816,-6.54867967584853,-0.0334957850629042,22.2499983158937,-28.9704051309829,4.03,1.92,NA,NA,NA,83,2235,6.7,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.76,NA,NA,NA,NA,NA,NA,NA,59,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,224,0,0.023
FF,2022-06-28,92.6,2.21,6.32,"Cruz, Oneil",665833,571578,field_out,hit_into_play,NA,NA,NA,NA,12,"Oneil Cruz grounds out, first baseman Josh Bell to pitcher Patrick Corbin.",R,L,L,WSH,PIT,X,3,ground_ball,1,0,2022,0.84,1.05,0.91,3.39,NA,623168,668804,2,5,Top,157.27,163.28,NA,NA,656180,NA,NA,-5.20491999091273,-134.701457213737,-3.95846069512107,11.4076166015031,30.9828854368378,-18.7849340788756,3.78,1.81,11,104.4,-16,93.3,2057,6.8,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.66,0.231,0.216,0,1,0,0,2,39,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,158,0.062,-0.499
SL,2022-06-28,81.3,2.46,6.34,"Cruz, Oneil",665833,571578,,ball,NA,NA,NA,NA,13,"Oneil Cruz grounds out, first baseman Josh Bell to pitcher Patrick Corbin.",R,L,L,WSH,PIT,B,NA,,0,0,2022,-0.27,0.28,-1.11,1.52,NA,623168,668804,2,5,Top,NA,NA,NA,NA,656180,NA,NA,-7.54924450856679,-118.11615474363,-4.73777534572016,-1.1066695823535,22.4053210972136,-28.8369831654006,3.94,1.85,NA,NA,NA,82,2080,6.8,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.66,NA,NA,NA,NA,NA,NA,NA,39,1,Slider,1,0,0,1,0,1,0,1,Standard,Standard,195,0,0.054
SL,2022-06-28,83.7,2.55,6.24,"Cruz, Oneil",665833,571578,strikeout,swinging_strike,NA,NA,NA,NA,14,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,S,2,,2,2,2022,-0.3,0.08,0.19,1.54,NA,663647,668804,1,3,Top,NA,NA,NA,NA,656180,NA,NA,-4.9321582143534,-121.936618610716,-4.67966242669073,-2.14899607997576,21.7205653115201,-30.7503204461011,3.78,1.81,NA,NA,NA,85,2145,6.9,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.62,NA,NA,0,1,0,0,NA,22,6,Slider,1,0,0,1,0,1,0,1,Standard,Standard,234,0.052,-0.385
SI,2022-06-28,94.4,2.21,6.4,"Cruz, Oneil",665833,571578,,foul,NA,NA,NA,NA,14,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,S,NA,,2,2,2022,1.32,0.84,0.74,1.67,NA,663647,668804,1,3,Top,NA,NA,NA,NA,656180,NA,NA,-6.84799335919419,-137.042233088135,-8.51232660373404,18.2182107196413,31.8871460889076,-19.7918516468007,3.78,1.81,NA,NA,NA,94.9,2148,6.8,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.66,NA,NA,NA,NA,NA,NA,NA,22,5,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,148,0,0
FF,2022-06-28,93.8,2.15,6.38,"Cruz, Oneil",665833,571578,,foul,NA,NA,NA,NA,6,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,S,NA,,2,1,2022,0.84,0.99,0.39,2.79,NA,663647,668804,1,3,Top,NA,NA,NA,NA,656180,NA,NA,-6.47455469543488,-136.418597491644,-5.78972856555857,11.9369610337867,30.3437621516584,-18.7275351547966,3.78,1.81,118,62.4,70,94.7,2087,6.8,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.65,NA,NA,NA,NA,NA,NA,NA,22,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,151,0,-0.13
SI,2022-06-28,93.4,2.14,6.38,"Cruz, Oneil",665833,571578,,foul,NA,NA,NA,NA,14,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,S,NA,,2,0,2022,1.06,0.96,1,2.44,NA,663647,668804,1,3,Top,NA,NA,NA,NA,656180,NA,NA,-5.34675414696841,-135.801487740556,-6.51196713776616,14.3147244157126,30.9678123477381,-19.0875438124617,3.78,1.81,6,76.9,-25,94.1,2074,6.8,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.66,NA,NA,NA,NA,NA,NA,NA,22,3,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,156,0,-0.102
SL,2022-06-28,83,2.52,6.29,"Cruz, Oneil",665833,571578,,ball,NA,NA,NA,NA,13,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,B,NA,,1,0,2022,-0.33,0,-1.69,1.73,NA,663647,668804,1,3,Top,NA,NA,NA,NA,656180,NA,NA,-9.0747157193682,-120.61281886127,-4.0451108975247,-1.63308815161872,21.2397897721912,-31.5919252172879,3.92,1.86,NA,NA,NA,84.1,2097,6.9,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.65,NA,NA,NA,NA,NA,NA,NA,22,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard,339,0,0.086
SL,2022-06-28,79.8,2.38,6.24,"Cruz, Oneil",665833,571578,,ball,NA,NA,NA,NA,13,Oneil Cruz strikes out swinging.,R,L,L,WSH,PIT,B,NA,,0,0,2022,-0.43,-0.1,-1.22,0.99,NA,663647,668804,1,3,Top,NA,NA,NA,NA,656180,NA,NA,-7.17675924620401,-116.005375257532,-4.59978938306248,-2.36660611206866,23.6319505947031,-32.3012272734917,4.07,1.93,NA,NA,NA,80.1,2081,6.7,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.77,NA,NA,NA,NA,NA,NA,NA,22,1,Slider,1,0,0,1,0,1,0,1,Standard,Standard,261,0,0.063
SI,2022-06-28,95.2,2,6.37,"Cruz, Oneil",665833,571578,strikeout,foul_tip,NA,NA,NA,NA,6,Oneil Cruz strikes out on a foul tip.,R,L,L,WSH,PIT,S,2,,1,2,2022,1.08,1.03,0.63,2.75,NA,663647,668804,0,1,Top,NA,NA,NA,NA,656180,NA,NA,-6.06969007762522,-138.459931043246,-6.2318283952582,15.2021984366989,29.5306654899954,-17.6589685622711,3.78,1.81,NA,NA,NA,96.2,2123,6.8,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.72,NA,NA,0,1,0,0,NA,3,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,145,0.05,-0.398
SL,2022-06-28,83.2,2.36,6.3,"Cruz, Oneil",665833,571578,,swinging_strike_blocked,NA,NA,NA,NA,13,Oneil Cruz strikes out on a foul tip.,R,L,L,WSH,PIT,S,NA,,1,1,2022,-0.29,0.2,-0.69,0.19,NA,663647,668804,0,1,Top,NA,NA,NA,NA,656180,NA,NA,-6.47737493931863,-120.847721337237,-8.00646634327546,-1.54961399183114,23.6439119810694,-28.8396681456569,3.78,1.81,NA,NA,NA,83.9,2175,6.8,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.65,NA,NA,NA,NA,NA,NA,NA,3,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,184,0,-0.129
SI,2022-06-28,94.2,2.03,6.32,"Cruz, Oneil",665833,571578,,ball,NA,NA,NA,NA,14,Oneil Cruz strikes out on a foul tip.,R,L,L,WSH,PIT,B,NA,,0,1,2022,1.16,0.91,1.83,1.97,NA,663647,668804,0,1,Top,NA,NA,NA,NA,656180,NA,NA,-3.14973759223551,-137.013207778604,-7.63514430052707,15.3231461794749,31.9757771436757,-19.2057913233645,3.79,1.92,NA,NA,NA,94.6,2142,6.7,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.8,NA,NA,NA,NA,NA,NA,NA,3,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,144,0,0.05
SI,2022-06-28,94.1,2.02,6.38,"Cruz, Oneil",665833,571578,,swinging_strike,NA,NA,NA,NA,12,Oneil Cruz strikes out on a foul tip.,R,L,L,WSH,PIT,S,NA,,0,0,2022,1.21,1,1.26,2.82,NA,663647,668804,0,1,Top,NA,NA,NA,NA,656180,NA,NA,-4.69347384167054,-136.973795518658,-5.77273116618676,16.3287261610755,30.4541997389363,-18.4918704482894,3.78,1.81,NA,NA,NA,94.7,2133,6.6,662484,571578,656180,605137,514917,596748,444876,657041,645302,665742,53.86,NA,NA,NA,NA,NA,NA,NA,3,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,147,0,-0.082
FC,2022-06-27,87.6,-1.47,5.78,"Cruz, Oneil",665833,607200,home_run,hit_into_play,NA,NA,NA,NA,1,Oneil Cruz homers (1) on a line drive to center field.,R,L,R,WSH,PIT,X,NA,line_drive,3,1,2022,0.51,0.3,-0.53,3.2,NA,NA,NA,2,5,Top,163.67,38.51,NA,NA,660688,NA,NA,1.21551833676362,-127.662390054257,-0.755232902150577,5.40010746787755,24.9579243153252,-28.9849616515529,3.78,1.81,408,109.8,19,88.5,2233,6.7,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.82,0.843,1.315,2,1,0,3,6,37,5,Cutter,0,1,1,0,2,0,2,0,Infield shift,Strategic,142,-0.127,0.946
SI,2022-06-27,94.2,-1.5,5.82,"Cruz, Oneil",665833,607200,,ball,NA,NA,NA,NA,13,Oneil Cruz homers (1) on a line drive to center field.,R,L,R,WSH,PIT,B,NA,,2,1,2022,-0.6,1.19,-0.9,2.24,NA,NA,NA,2,5,Top,NA,NA,NA,NA,660688,NA,NA,2.92992855234056,-137.106746296441,-6.33780073950286,-8.22424694412462,29.0094247142334,-15.9579227760245,3.77,1.81,NA,NA,NA,95.3,2063,6.8,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.7,NA,NA,NA,NA,NA,NA,NA,37,4,Sinker,0,1,1,0,1,0,1,0,Infield shift,Strategic,193,0,0.039
CU,2022-06-27,77,-1.82,5.96,"Cruz, Oneil",665833,607200,,ball,NA,NA,NA,NA,11,Oneil Cruz homers (1) on a line drive to center field.,R,L,R,WSH,PIT,B,NA,,1,1,2022,1.35,-0.28,-1.58,2.91,NA,NA,NA,2,5,Top,NA,NA,NA,NA,660688,NA,NA,-1.95308295954038,-112.090090196023,1.08815523972623,11.6616967832612,22.8747283389954,-34.9452611791093,3.77,1.81,NA,NA,NA,76.6,2433,6.3,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,54.19,NA,NA,NA,NA,NA,NA,NA,37,3,Curveball,0,1,1,0,1,0,1,0,Infield shift,Strategic,56,0,0.021
CH,2022-06-27,87.9,-1.97,5.49,"Cruz, Oneil",665833,607200,,ball,NA,NA,NA,NA,14,Oneil Cruz homers (1) on a line drive to center field.,R,L,R,WSH,PIT,B,NA,,0,1,2022,-1.16,0.09,0.65,0.68,NA,NA,NA,2,5,Top,NA,NA,NA,NA,660688,NA,NA,8.78738399626203,-127.610363553906,-5.73539833286905,-14.4732931215079,25.7709389625632,-30.2083693077922,3.81,1.85,NA,NA,NA,88.2,1506,6.6,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.91,NA,NA,NA,NA,NA,NA,NA,37,2,Changeup,0,1,1,0,1,0,1,0,Infield shift,Strategic,233,0,0.011
SI,2022-06-27,94.1,-1.47,5.75,"Cruz, Oneil",665833,607200,,called_strike,NA,NA,NA,NA,7,Oneil Cruz homers (1) on a line drive to center field.,R,L,R,WSH,PIT,S,NA,,0,0,2022,-0.73,0.68,-0.71,2.16,NA,NA,NA,2,5,Top,NA,NA,NA,NA,660688,NA,NA,3.60566488342088,-137.037822496059,-5.19647718196892,-9.9501685712766,29.6151842538111,-22.6207178544962,3.88,1.82,NA,NA,NA,95.1,1871,6.8,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.73,NA,NA,NA,NA,NA,NA,NA,37,1,Sinker,0,1,1,0,1,0,1,0,Infield shift,Strategic,197,0,-0.017
SI,2022-06-27,92.8,-1.5,5.81,"Cruz, Oneil",665833,607200,field_out,hit_into_play,NA,NA,NA,NA,14,"Oneil Cruz grounds out, third baseman Maikel Franco to first baseman Josh Bell.   Hoy Park to 2nd.",R,L,R,WSH,PIT,X,5,ground_ball,3,2,2022,-0.32,0.77,0.35,1.66,NA,NA,660829,0,3,Top,157.26,154.09,NA,NA,660688,NA,NA,5.50467326428901,-135.074641052239,-6.59780749939037,-5.11250583749047,27.6135933452963,-21.5395642843872,3.78,1.81,16,105.4,-6,93.9,1925,6.8,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.73,0.363,0.33,0,1,0,0,2,17,8,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,199,0.015,-0.637
CU,2022-06-27,77.7,-1.77,6.01,"Cruz, Oneil",665833,607200,,foul,NA,NA,NA,NA,14,"Oneil Cruz grounds out, third baseman Maikel Franco to first baseman Josh Bell.   Hoy Park to 2nd.",R,L,R,WSH,PIT,S,NA,,3,2,2022,1.25,-0.61,0.73,1.2,NA,NA,660829,0,3,Top,NA,NA,NA,NA,660688,NA,NA,3.08263287459417,-113.073363848455,-2.17267814970241,9.9692232852393,23.3991368713185,-37.1741693944441,3.78,1.81,16,51.7,-3,77.5,2458,6.5,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,54.02,NA,NA,NA,NA,NA,NA,NA,17,7,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,49,0,0
FC,2022-06-27,89.1,-1.42,5.67,"Cruz, Oneil",665833,607200,,foul,NA,NA,NA,NA,14,"Oneil Cruz grounds out, third baseman Maikel Franco to first baseman Josh Bell.   Hoy Park to 2nd.",R,L,R,WSH,PIT,S,NA,,3,2,2022,0.38,0.32,0.86,2.37,NA,NA,660829,0,3,Top,NA,NA,NA,NA,660688,NA,NA,4.8560223928265,-129.871891697724,-2.85191561844704,3.412578278119,24.5133089374613,-28.1739319325106,3.78,1.81,NA,NA,NA,90.4,2243,6.8,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.72,NA,NA,NA,NA,NA,NA,NA,17,6,Cutter,0,1,1,0,1,0,1,0,Infield shift,Standard,166,0,0
SI,2022-06-27,93.6,-1.55,5.94,"Cruz, Oneil",665833,607200,,ball,NA,NA,NA,NA,13,"Oneil Cruz grounds out, third baseman Maikel Franco to first baseman Josh Bell.   Hoy Park to 2nd.",R,L,R,WSH,PIT,B,NA,,2,2,2022,-0.72,0.98,-2.02,2.53,NA,NA,660829,0,3,Top,NA,NA,NA,NA,660688,NA,NA,0.382016104944489,-136.329823455818,-5.28918248136857,-9.09905095956019,28.8818121873645,-18.9570385782653,3.81,1.79,NA,NA,NA,94.6,1959,6.7,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.78,NA,NA,NA,NA,NA,NA,NA,17,5,Sinker,0,1,1,0,1,0,1,0,Infield shift,Strategic,194,0,0.146
CU,2022-06-27,77,-1.7,5.8,"Cruz, Oneil",665833,607200,,called_strike,NA,NA,NA,NA,14,"Oneil Cruz grounds out, third baseman Maikel Franco to first baseman Josh Bell.   Hoy Park to 2nd.",R,L,R,WSH,PIT,S,NA,,2,1,2022,1.35,-0.22,0.05,1.54,NA,NA,660829,0,3,Top,NA,NA,NA,NA,660688,NA,NA,1.24906129149362,-111.997293637796,-1.53875725036657,10.9580906449259,23.3656238302577,-33.9442470209109,3.77,1.75,NA,NA,NA,76.6,2397,6.4,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,54.09,NA,NA,NA,NA,NA,NA,NA,17,4,Curveball,0,1,1,0,1,0,1,0,Infield shift,Strategic,52,0,-0.099
CH,2022-06-27,86.1,-1.98,5.4,"Cruz, Oneil",665833,607200,,blocked_ball,NA,NA,NA,NA,13,"Oneil Cruz grounds out, third baseman Maikel Franco to first baseman Josh Bell.   Hoy Park to 2nd.",R,L,R,WSH,PIT,B,NA,,1,1,2022,-1.32,0.26,-0.08,0.5,NA,NA,660829,0,3,Top,NA,NA,NA,NA,660688,NA,NA,7.2227560221448,-125.133493136917,-5.97167304910107,-15.3515597171786,24.1980069805326,-28.3934575517113,3.81,1.83,NA,NA,NA,86.8,1453,6.7,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.82,NA,NA,NA,NA,NA,NA,NA,17,3,Changeup,0,1,1,0,1,0,1,0,Infield shift,Strategic,241,0,0.096
FC,2022-06-27,88,-1.77,5.57,"Cruz, Oneil",665833,607200,,foul,NA,NA,NA,NA,6,"Oneil Cruz grounds out, third baseman Maikel Franco to first baseman Josh Bell.   Hoy Park to 2nd.",R,L,R,WSH,PIT,S,NA,,1,0,2022,0.38,0.36,0.77,2.63,NA,NA,660829,0,3,Top,NA,NA,NA,NA,660688,NA,NA,5.4059341765955,-128.18357312429,-1.82516582506536,3.19574827307921,25.0407835567982,-28.0316403515162,3.78,1.81,386,105,24,89,2074,6.7,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.77,NA,NA,NA,NA,NA,NA,NA,17,2,Cutter,0,1,1,0,1,0,1,0,Infield shift,Strategic,189,0,-0.074
CU,2022-06-27,76.5,-1.85,5.84,"Cruz, Oneil",665833,607200,,ball,NA,NA,NA,NA,13,"Oneil Cruz grounds out, third baseman Maikel Franco to first baseman Josh Bell.   Hoy Park to 2nd.",R,L,R,WSH,PIT,B,NA,,0,0,2022,0.96,-0.7,-0.1,1.35,NA,NA,660829,0,3,Top,NA,NA,NA,NA,660688,NA,NA,1.96297033772551,-111.364020269634,-1.10652418736516,7.5388457402194,22.5519097864195,-37.9942867024539,3.91,1.81,NA,NA,NA,76.4,2335,6.5,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,54.02,NA,NA,NA,NA,NA,NA,NA,17,1,Curveball,0,1,1,0,1,0,1,0,Infield shift,Strategic,51,0,0.059
FF,2022-06-27,94.9,-2.02,6.29,"Cruz, Oneil",665833,605218,strikeout,called_strike,NA,NA,NA,NA,7,Oneil Cruz called out on strikes.,R,L,R,WSH,PIT,S,2,,2,2,2022,0.15,1.33,-0.34,2.29,NA,NA,660829,2,7,Top,NA,NA,NA,NA,660688,NA,NA,4.10174451290508,-137.932691157162,-7.86775207142236,0.928062241697719,31.8782453059944,-13.6525689641992,3.84,1.81,NA,NA,NA,96.1,2348,7.1,662487,605218,660688,605137,514917,596748,671277,628450,657041,665742,53.39,NA,NA,0,1,0,0,NA,54,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shift,Standard,198,0.026,-0.188
CU,2022-06-27,82,-1.72,6.36,"Cruz, Oneil",665833,605218,,blocked_ball,NA,NA,NA,NA,14,Oneil Cruz called out on strikes.,R,L,R,WSH,PIT,B,NA,,1,2,2022,0.49,-0.9,1.25,-0.73,NA,NA,660829,2,7,Top,NA,NA,NA,NA,660688,NA,NA,5.8322339981541,-119.128847509985,-7.6794441723837,3.34411464498291,25.9150341660471,-39.2022971507295,3.74,1.81,NA,NA,NA,82.3,2228,6.9,662487,605218,660688,605137,514917,596748,671277,628450,657041,665742,53.62,NA,NA,NA,NA,NA,NA,NA,54,4,Curveball,1,2,2,1,2,1,2,1,Infield shift,Standard,22,0,0.029
FF,2022-06-27,95,-1.89,6.42,"Cruz, Oneil",665833,605218,,ball,NA,NA,NA,NA,11,Oneil Cruz called out on strikes.,R,L,R,WSH,PIT,B,NA,,0,2,2022,0.08,1.48,-1.25,4.85,NA,NA,660829,2,7,Top,NA,NA,NA,NA,660688,NA,NA,1.49558485588704,-138.379479574143,-1.79453924633308,0.734992753668959,31.6479836229068,-12.9816298294144,3.74,1.81,NA,NA,NA,95.7,2435,6.7,662487,605218,660688,605137,514917,596748,671277,628450,657041,665742,53.78,NA,NA,NA,NA,NA,NA,NA,54,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shift,Standard,194,0,0.023
CU,2022-06-27,80.8,-1.85,6.36,"Cruz, Oneil",665833,605218,,swinging_strike_blocked,NA,NA,NA,NA,14,Oneil Cruz called out on strikes.,R,L,R,WSH,PIT,S,NA,,0,1,2022,0.67,-0.81,0.04,1.14,NA,NA,660829,2,7,Top,NA,NA,NA,NA,660688,NA,NA,2.94945275671696,-117.574812707732,-3.38119467943059,5.59899621105136,24.2807764246974,-39.1784783881777,3.78,1.81,NA,NA,NA,81.2,2096,6.8,662487,605218,660688,605137,514917,596748,671277,628450,657041,665742,53.71,NA,NA,NA,NA,NA,NA,NA,54,2,Curveball,1,2,2,1,2,1,2,1,Infield shift,Standard,24,0,-0.048
FF,2022-06-27,93.5,-1.85,6.35,"Cruz, Oneil",665833,605218,,called_strike,NA,NA,NA,NA,3,Oneil Cruz called out on strikes.,R,L,R,WSH,PIT,S,NA,,0,0,2022,0.22,1.25,0.32,3.68,NA,NA,660829,2,7,Top,NA,NA,NA,NA,660688,NA,NA,5.18346199906632,-136.086935956352,-3.94615295463208,1.59860184751457,28.6017439566776,-15.9585418182924,3.88,1.81,NA,NA,NA,94.8,2448,6.9,662487,605218,660688,605137,514917,596748,671277,628450,657041,665742,53.58,NA,NA,NA,NA,NA,NA,NA,54,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shift,Standard,191,0,-0.035
FC,2022-06-27,89,-1.73,5.61,"Cruz, Oneil",665833,607200,field_out,hit_into_play,NA,NA,NA,NA,12,Oneil Cruz pops out to shortstop Luis Garcia.,R,L,R,WSH,PIT,X,6,popup,2,2,2022,0.17,0.28,1.06,3.34,NA,NA,NA,0,1,Top,99.68,136.87,NA,NA,660688,NA,NA,6.54407731266243,-129.559109953522,-0.143963117856618,0.544425561670921,26.3119685422938,-29.1955189861974,3.78,1.81,172,67.1,53,89.7,2084,6.6,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.88,0.086,0.077,0,1,0,0,3,1,6,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,164,0.022,-0.195
SI,2022-06-27,94,-1.72,5.84,"Cruz, Oneil",665833,607200,,foul,NA,NA,NA,NA,1,Oneil Cruz pops out to shortstop Luis Garcia.,R,L,R,WSH,PIT,S,NA,,2,2,2022,-0.88,0.95,-0.62,3.44,NA,NA,NA,0,1,Top,NA,NA,NA,NA,660688,NA,NA,4.79871554074953,-136.783485891675,-2.6284702676615,-12.0564523931791,30.175742451902,-19.8393913805773,3.78,1.81,311,92.7,40,94.6,1883,6.6,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.88,NA,NA,NA,NA,NA,NA,NA,1,5,Sinker,0,0,0,0,0,0,0,0,Infield shift,Strategic,200,0,0
FC,2022-06-27,89.6,-1.79,5.75,"Cruz, Oneil",665833,607200,,ball,NA,NA,NA,NA,3,Oneil Cruz pops out to shortstop Luis Garcia.,R,L,R,WSH,PIT,B,NA,,1,2,2022,0.18,0.45,0.72,3.7,NA,NA,NA,0,1,Top,NA,NA,NA,NA,660688,NA,NA,5.85375798170953,-130.453363355641,-0.0704056348422112,0.952316696544213,25.4540374891162,-27.1785790578853,3.81,1.8,NA,NA,NA,90.3,2078,6.5,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,53.97,NA,NA,NA,NA,NA,NA,NA,1,4,Cutter,0,0,0,0,0,0,0,0,Infield shift,Strategic,191,0,0.037
CU,2022-06-27,77.1,-2.03,5.78,"Cruz, Oneil",665833,607200,,called_strike,NA,NA,NA,NA,4,Oneil Cruz pops out to shortstop Luis Garcia.,R,L,R,WSH,PIT,S,NA,,1,1,2022,1.41,-0.42,-0.41,2.54,NA,NA,NA,0,1,Top,NA,NA,NA,NA,660688,NA,NA,0.859208929594927,-112.163142206018,0.924597897562505,11.6043047610489,23.1890449096395,-36.1035709608997,3.84,1.81,NA,NA,NA,76.5,2441,6.2,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,54.3,NA,NA,NA,NA,NA,NA,NA,1,3,Curveball,0,0,0,0,0,0,0,0,Infield shift,Strategic,59,0,-0.054
CH,2022-06-27,83.9,-2.09,5.52,"Cruz, Oneil",665833,607200,,ball,NA,NA,NA,NA,13,Oneil Cruz pops out to shortstop Luis Garcia.,R,L,R,WSH,PIT,B,NA,,0,1,2022,-0.86,0.33,-1.62,2.12,NA,NA,NA,0,1,Top,NA,NA,NA,NA,660688,NA,NA,2.79597038317672,-122.242925465544,-2.10153200399034,-9.21416149680609,24.8825515432866,-28.6939026863499,3.79,1.78,NA,NA,NA,83.9,1319,6.3,662487,607200,660688,605137,514917,596748,671277,628450,657041,665742,54.22,NA,NA,NA,NA,NA,NA,NA,1,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,236,0,0.025
