pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2022-06-24,90.7,2.58,5.95,"Cruz, Oneil",665833,605488,single,hit_into_play,NA,NA,NA,NA,2,Oneil Cruz singles on a sharp line drive to center fielder Brett Phillips.,R,L,L,TB,PIT,X,8,line_drive,2,2,2022,0.87,1.6,0.08,3.65,NA,NA,NA,2,6,Top,123.61,65.17,NA,NA,650907,NA,NA,-8.10919137024019,-131.751923494947,-3.20189352480806,11.9079260454659,29.4518591235908,-13.1109507710396,3.76,1.75,269,110.1,11,90.6,2333,6.4,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,54.07,0.891,0.927,0.9,1,1,0,5,45,5,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,138,-0.019,0.133
SL,2022-06-24,85.9,2.28,6.21,"Cruz, Oneil",665833,605488,,ball,NA,NA,NA,NA,13,Oneil Cruz singles on a sharp line drive to center fielder Brett Phillips.,R,L,L,TB,PIT,B,NA,,1,2,2022,-0.36,0.79,-1.78,1.36,NA,NA,NA,2,6,Top,NA,NA,NA,NA,650907,NA,NA,-8.90785177931568,-124.741239549606,-6.87111478203242,-2.10654245843245,23.3452414986883,-22.6993113052754,3.74,1.8,NA,NA,NA,86.3,2159,6.5,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,53.98,NA,NA,NA,NA,NA,NA,NA,45,4,Slider,3,3,3,3,3,3,3,3,Standard,Standard,180,0,0.014
SL,2022-06-24,82.8,2.74,6.1,"Cruz, Oneil",665833,605488,,called_strike,NA,NA,NA,NA,6,Oneil Cruz singles on a sharp line drive to center fielder Brett Phillips.,R,L,L,TB,PIT,S,NA,,1,1,2022,-0.33,0.6,0.73,2.83,NA,NA,NA,2,6,Top,NA,NA,NA,NA,650907,NA,NA,-3.9374018772311,-120.575285030714,-2.18281174577557,-2.52554228541724,22.1248214801245,-26.0864555762777,3.78,1.95,NA,NA,NA,82.8,2105,6.1,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,54.41,NA,NA,NA,NA,NA,NA,NA,45,3,Slider,3,3,3,3,3,3,3,3,Standard,Standard,170,0,-0.023
SL,2022-06-24,86.3,2.43,6.12,"Cruz, Oneil",665833,605488,,ball,NA,NA,NA,NA,13,Oneil Cruz singles on a sharp line drive to center fielder Brett Phillips.,R,L,L,TB,PIT,B,NA,,0,1,2022,-0.36,0.81,-1.11,2.25,NA,NA,NA,2,6,Top,NA,NA,NA,NA,650907,NA,NA,-7.70193128207983,-125.46426138664,-4.67959314752909,-2.41306448718653,23.158791243507,-22.8491957434731,3.93,1.93,NA,NA,NA,86.7,2116,6.4,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,54.09,NA,NA,NA,NA,NA,NA,NA,45,2,Slider,3,3,3,3,3,3,3,3,Standard,Standard,158,0,0.011
SL,2022-06-24,84.4,2.58,6.11,"Cruz, Oneil",665833,605488,,called_strike,NA,NA,NA,NA,2,Oneil Cruz singles on a sharp line drive to center fielder Brett Phillips.,R,L,L,TB,PIT,S,NA,,0,0,2022,-0.57,0.59,-0.08,3.4,NA,NA,NA,2,6,Top,NA,NA,NA,NA,650907,NA,NA,-5.06738329641555,-122.940091656353,-1.17061059110181,-4.86807541612678,22.3702666899027,-26.1829798567349,3.89,1.92,NA,NA,NA,84.7,2113,6.2,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,54.26,NA,NA,NA,NA,NA,NA,NA,45,1,Slider,3,3,3,3,3,3,3,3,Standard,Standard,180,0,-0.017
SL,2022-06-24,84.3,2.63,6.21,"Cruz, Oneil",665833,605488,single,hit_into_play,NA,NA,NA,NA,13,Oneil Cruz singles on a ground ball to right fielder Josh Lowe.,R,L,L,TB,PIT,X,9,ground_ball,0,1,2022,-0.35,0.66,-1.12,2.55,NA,NA,NA,2,4,Top,181.53,127.56,NA,NA,650907,NA,NA,-8.00308434544772,-122.526041760864,-3.45271962736758,-2.03434988103554,22.7436623792102,-25.071826902050798,3.76,1.75,64,97.2,2,84.2,2066,6.2,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,54.32,0.454,0.428,0.9,1,1,0,4,28,2,Slider,3,2,2,3,2,3,2,3,Standard,Standard,177,-0.016,0.134
SL,2022-06-24,84.6,2.53,6.2,"Cruz, Oneil",665833,605488,,foul,NA,NA,NA,NA,4,Oneil Cruz singles on a ground ball to right fielder Josh Lowe.,R,L,L,TB,PIT,S,NA,,0,0,2022,-0.57,0.49,-0.41,2.45,NA,NA,NA,2,4,Top,NA,NA,NA,NA,650907,NA,NA,-5.67715492588946,-123.111972234889,-3.34248719257677,-4.65803092445045,25.3721648835066,-26.7137120627871,3.76,1.75,8,56.1,-19,84.3,2163,6.1,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,54.35,NA,NA,NA,NA,NA,NA,NA,28,1,Slider,3,2,2,3,2,3,2,3,Standard,Standard,188,0,-0.017
FF,2022-06-24,91.6,2.48,6.03,"Cruz, Oneil",665833,605488,strikeout,called_strike,NA,NA,NA,NA,1,Oneil Cruz called out on strikes.,R,L,L,TB,PIT,S,2,,1,2,2022,0.7,1.68,-0.42,3.6,NA,NA,NA,1,2,Top,NA,NA,NA,NA,650907,NA,NA,-8.84522272563918,-133.089315666807,-3.86932358082562,10.2857777113291,30.4760709544613,-11.6048288104076,3.97,1.93,NA,NA,NA,91.6,2310,6.5,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,53.96,NA,NA,0,1,0,0,NA,9,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,140,0.017,-0.112
SL,2022-06-24,85.5,2.43,6.2,"Cruz, Oneil",665833,605488,,swinging_strike,NA,NA,NA,NA,13,Oneil Cruz called out on strikes.,R,L,L,TB,PIT,S,NA,,1,1,2022,-0.46,0.36,-1.47,1.99,NA,NA,NA,1,2,Top,NA,NA,NA,NA,650907,NA,NA,-8.24755432830854,-124.261911191378,-4.36883049101613,-3.221040878142,23.7025986902009,-27.7229923534199,3.76,1.75,NA,NA,NA,85.5,2194,6.3,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,54.25,NA,NA,NA,NA,NA,NA,NA,9,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,180,0,-0.036
SL,2022-06-24,85.8,2.39,6.19,"Cruz, Oneil",665833,605488,,swinging_strike,NA,NA,NA,NA,13,Oneil Cruz called out on strikes.,R,L,L,TB,PIT,S,NA,,1,0,2022,-0.58,0.27,-0.76,1.22,NA,NA,NA,1,2,Top,NA,NA,NA,NA,650907,NA,NA,-6.25277963968544,-124.86220961006,-6.04829864417616,-4.89908472912346,24.1583642453751,-28.3466662800445,3.76,1.75,NA,NA,NA,85.7,2211,6.1,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,54.38,NA,NA,NA,NA,NA,NA,NA,9,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,182,0,-0.031
FF,2022-06-24,91.9,2.35,6.02,"Cruz, Oneil",665833,605488,,ball,NA,NA,NA,NA,13,Oneil Cruz called out on strikes.,R,L,L,TB,PIT,B,NA,,0,0,2022,0.65,1.54,-1.09,2.05,NA,NA,NA,1,2,Top,NA,NA,NA,NA,650907,NA,NA,-10.1432558716538,-133.337036315893,-7.53023574959641,9.97479757574185,29.55308893428,-12.2983678895303,3.87,1.84,NA,NA,NA,92,2209,6.6,661888,605488,650907,596847,666018,650490,670764,670042,621433,666139,53.9,NA,NA,NA,NA,NA,NA,NA,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141,0,0.023
SL,2022-06-24,80.6,3.19,5.47,"Cruz, Oneil",665833,548384,strikeout,swinging_strike,NA,NA,NA,NA,13,Oneil Cruz strikes out swinging.,R,L,L,TB,PIT,S,2,,0,2,2022,-2,0.48,-1.31,1.36,NA,NA,660636,0,9,Top,NA,NA,NA,NA,650907,NA,NA,-6.12305595110554,-117.080657640386,-3.19492969307076,-16.7599576926394,26.505580295756,-27.3192703548229,3.76,1.75,NA,NA,NA,79,2920,5.8,661888,548384,650907,596847,660644,650490,670764,670042,621433,666139,54.75,NA,NA,0,1,0,0,NA,64,3,Slider,3,3,3,3,3,3,3,3,Standard,Standard,287,0.08,-0.209
SL,2022-06-24,80.3,3.22,5.61,"Cruz, Oneil",665833,548384,,called_strike,NA,NA,NA,NA,5,Oneil Cruz strikes out swinging.,R,L,L,TB,PIT,S,NA,,0,1,2022,-1.47,0.2,0.22,2.91,NA,NA,660636,0,9,Top,NA,NA,NA,NA,650907,NA,NA,-3.80057431615458,-116.833381729694,0.347737303366195,-12.6395747026717,23.5399181212832,-30.6236930952313,3.85,1.85,NA,NA,NA,79,2860,5.6,661888,548384,650907,596847,660644,650490,670764,670042,621433,666139,54.95,NA,NA,NA,NA,NA,NA,NA,64,2,Slider,3,3,3,3,3,3,3,3,Standard,Standard,283,0,-0.08
SL,2022-06-24,80.9,3.28,5.61,"Cruz, Oneil",665833,548384,,called_strike,NA,NA,NA,NA,7,Oneil Cruz strikes out swinging.,R,L,L,TB,PIT,S,NA,,0,0,2022,-1.53,0.39,-0.3,2.41,NA,NA,660636,0,9,Top,NA,NA,NA,NA,650907,NA,NA,-5.0117181206687,-117.685501722044,-1.17499350304368,-13.0345661224392,24.6996260540423,-28.5797440050841,3.99,2,NA,NA,NA,79.5,2868,5.6,661888,548384,650907,596847,660644,650490,670764,670042,621433,666139,54.91,NA,NA,NA,NA,NA,NA,NA,64,1,Slider,3,3,3,3,3,3,3,3,Standard,Standard,283,0,-0.066
SI,2022-06-23,93.1,1.94,6.05,"Cruz, Oneil",665833,657006,double,hit_into_play,NA,NA,NA,NA,7,Oneil Cruz doubles (2) on a sharp line drive to center fielder Christopher Morel.   Yu Chang scores.,R,L,L,PIT,CHC,X,8,line_drive,0,2,2022,0.38,0.87,-0.35,1.77,NA,NA,644374,2,6,Bot,138.31,40.26,NA,NA,575929,NA,NA,-6.74706599085766,-135.272312224489,-7.15146273468237,6.15408117098471,28.898969633883,-20.0788280632645,3.76,1.75,392,106.2,19,93.4,2600,6.5,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,53.98,0.609,0.787,1.25,1,1,1,6,48,3,Sinker,4,2,4,2,2,5,5,2,Infield shift,Strategic,168,0.075,0.865
SL,2022-06-23,82.5,2.04,6.04,"Cruz, Oneil",665833,657006,,called_strike,NA,NA,NA,NA,8,Oneil Cruz doubles (2) on a sharp line drive to center fielder Christopher Morel.   Yu Chang scores.,R,L,L,PIT,CHC,S,NA,,0,1,2022,-1.18,-0.22,-0.01,2,NA,NA,644374,2,6,Bot,NA,NA,NA,NA,575929,NA,NA,-2.37110979442965,-120.158903339921,-2.31576476507279,-11.0329183293403,21.7654871840581,-34.0680942667218,3.75,1.79,NA,NA,NA,82.8,2430,6.3,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.19,NA,NA,NA,NA,NA,NA,NA,48,2,Slider,4,2,4,2,2,4,4,2,Infield shift,Strategic,307,0,-0.048
SL,2022-06-23,82.1,2.1,6.12,"Cruz, Oneil",665833,657006,,swinging_strike,NA,NA,NA,NA,13,Oneil Cruz doubles (2) on a sharp line drive to center fielder Christopher Morel.   Yu Chang scores.,R,L,L,PIT,CHC,S,NA,,0,0,2022,-1.58,-0.71,-0.11,1.62,NA,NA,644374,2,6,Bot,NA,NA,NA,NA,575929,NA,NA,-1.93768566506658,-119.538903842794,-2.21487638596096,-14.6007485356642,25.1722773294871,-38.6629181353584,3.76,1.75,NA,NA,NA,82.1,2730,6.5,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.05,NA,NA,NA,NA,NA,NA,NA,48,1,Slider,4,2,4,2,2,4,4,2,Infield shift,Strategic,309,0,-0.035
SL,2022-06-23,84.2,1.97,5.99,"Cruz, Oneil",665833,657006,strikeout,foul_tip,NA,NA,NA,NA,13,Oneil Cruz strikes out on a foul tip.,R,L,L,PIT,CHC,S,2,,2,2,2022,-1.05,-0.07,-0.98,1.52,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,575929,NA,NA,-4.77563797165074,-122.491625355357,-3.8458514923422,-9.62683740954472,24.3027970709126,-32.3674939886777,3.76,1.75,NA,NA,NA,84.4,2839,6.4,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.08,NA,NA,0,1,0,0,NA,32,5,Slider,3,2,3,2,2,3,3,2,Infield shift,Strategic,312,-0.011,-0.083
FF,2022-06-23,92.8,2.07,6.12,"Cruz, Oneil",665833,657006,,ball,NA,NA,NA,NA,12,Oneil Cruz strikes out on a foul tip.,R,L,L,PIT,CHC,B,NA,,1,2,2022,-0.27,1.04,0.75,3.77,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,575929,NA,NA,-2.76785490830979,-135.285343041832,-2.5598355014422,-2.76301959037656,27.7078756334822,-19.0086057325365,3.61,1.79,NA,NA,NA,93,2484,6.2,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.31,NA,NA,NA,NA,NA,NA,NA,32,4,4-Seam Fastball,3,2,3,2,2,3,3,2,Infield shift,Strategic,174,0,0.014
SI,2022-06-23,91.9,2.08,6.03,"Cruz, Oneil",665833,657006,,called_strike,NA,NA,NA,NA,14,Oneil Cruz strikes out on a foul tip.,R,L,L,PIT,CHC,S,NA,,1,1,2022,0.79,0.84,0.16,1.68,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,575929,NA,NA,-6.56828883093355,-133.66299794042,-6.97929301769268,10.8487907478685,28.1027709803814,-20.8437393214631,3.8,1.87,NA,NA,NA,92,2497,6.3,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.17,NA,NA,NA,NA,NA,NA,NA,32,3,Sinker,3,2,3,2,2,3,3,2,Infield shift,Strategic,169,0,-0.023
SI,2022-06-23,91,1.99,6.02,"Cruz, Oneil",665833,657006,,foul,NA,NA,NA,NA,5,Oneil Cruz strikes out on a foul tip.,R,L,L,PIT,CHC,S,NA,,1,0,2022,0.59,0.93,0.16,2.45,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,575929,NA,NA,-5.8651030704845,-132.355035703967,-5.05582007402684,8.14084234656729,27.3449870134454,-20.3459954902179,3.76,1.75,184,84.5,64,91.1,2396,6.3,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.2,NA,NA,NA,NA,NA,NA,NA,32,2,Sinker,3,2,3,2,2,3,3,2,Infield shift,Strategic,181,0,-0.021
SI,2022-06-23,90.8,1.95,6.12,"Cruz, Oneil",665833,657006,,ball,NA,NA,NA,NA,12,Oneil Cruz strikes out on a foul tip.,R,L,L,PIT,CHC,B,NA,,0,0,2022,0.75,0.84,0.46,4.62,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,575929,NA,NA,-5.313439605186,-132.216946524899,0.368436226411337,9.89215836962702,28.53790635094,-22.6235206166849,3.76,1.87,NA,NA,NA,90.8,2461,6.3,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.21,NA,NA,NA,NA,NA,NA,NA,32,1,Sinker,3,2,3,2,2,3,3,2,Infield shift,Strategic,175,0,0.015
SL,2022-06-23,83.8,1.91,6.11,"Cruz, Oneil",665833,657006,strikeout,swinging_strike,NA,NA,NA,NA,13,Oneil Cruz strikes out swinging.,R,L,L,PIT,CHC,S,2,,2,2,2022,-1.52,-0.19,-1.53,2.36,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,575929,NA,NA,-4.94214453214398,-122.002702402173,-1.85902915333307,-14.0725712396561,25.1615955544984,-33.8814927475185,3.76,1.75,NA,NA,NA,83.5,2938,6.2,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.3,NA,NA,0,1,0,0,NA,13,5,Slider,1,0,1,0,0,1,1,0,Infield shift,Strategic,313,-0.009,-0.083
SL,2022-06-23,81.5,1.81,6.1,"Cruz, Oneil",665833,657006,,ball,NA,NA,NA,NA,14,Oneil Cruz strikes out swinging.,R,L,L,PIT,CHC,B,NA,,1,2,2022,-1.56,-0.52,0.39,1.21,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,575929,NA,NA,-0.187608929670315,-118.625743770488,-3.35930545994872,-14.6017099974087,24.5009388670276,-36.544875530335,3.79,1.75,NA,NA,NA,81,2990,6.1,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.35,NA,NA,NA,NA,NA,NA,NA,13,4,Slider,1,0,1,0,0,1,1,0,Infield shift,Strategic,55,0,0.014
SL,2022-06-23,81.6,2.02,6.08,"Cruz, Oneil",665833,657006,,swinging_strike,NA,NA,NA,NA,11,Oneil Cruz strikes out swinging.,R,L,L,PIT,CHC,S,NA,,1,1,2022,-1.55,-0.24,-1.01,2.78,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,575929,NA,NA,-3.83523038811262,-118.84329348465,-0.342786458685513,-13.8835941570956,23.9944757498151,-34.6281698921674,3.76,1.75,NA,NA,NA,81.4,2839,6.2,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.28,NA,NA,NA,NA,NA,NA,NA,13,3,Slider,1,0,1,0,0,1,1,0,Infield shift,Strategic,316,0,-0.023
SL,2022-06-23,83.3,2.05,6.07,"Cruz, Oneil",665833,657006,,ball,NA,NA,NA,NA,3,Oneil Cruz strikes out swinging.,R,L,L,PIT,CHC,B,NA,,0,1,2022,-1.38,-0.1,0.72,3.56,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,575929,NA,NA,-0.357703163773671,-121.332535589831,0.890741153605529,-13.4616017445749,25.3653867572339,-33.5819274706427,3.83,1.77,NA,NA,NA,82.6,2766,6,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.55,NA,NA,NA,NA,NA,NA,NA,13,2,Slider,1,0,1,0,0,1,1,0,Infield shift,Strategic,305,0,0.011
SI,2022-06-23,91.4,1.88,6.25,"Cruz, Oneil",665833,657006,,foul,NA,NA,NA,NA,12,Oneil Cruz strikes out swinging.,R,L,L,PIT,CHC,S,NA,,0,0,2022,0.81,1.05,1.31,2.76,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,575929,NA,NA,-3.17268596048348,-133.11465424136,-5.20505664222014,10.3306504800344,27.5975471405745,-18.734485898508,3.76,1.75,NA,NA,NA,91.2,2546,6.1,661106,657006,575929,664731,542340,621550,663538,664023,666624,676369,54.44,NA,NA,NA,NA,NA,NA,NA,13,1,Sinker,1,0,1,0,0,1,1,0,Infield shift,Strategic,170,0,-0.017
KC,2022-06-23,86,-2.63,5.62,"Cruz, Oneil",665833,502085,field_out,hit_into_play,NA,NA,NA,NA,7,Oneil Cruz lines out to third baseman Patrick Wisdom.,R,L,R,PIT,CHC,X,5,line_drive,1,2,2022,0.57,-1.2,-0.71,2.21,NA,NA,NA,2,8,Bot,107.89,129.17,NA,NA,575929,NA,NA,3.40838130286396,-125.160534997155,0.623075818368219,5.28503565487344,26.2694261558776,-45.1205483579843,3.76,1.75,184,100.3,6,86,2696,6.4,661106,502085,575929,663845,592743,621550,663538,664023,666624,542364,54.11,0.651,0.611,0,1,0,0,4,71,4,Knuckle Curve,7,7,7,7,7,7,7,7,Infield shift,Standard,51,-0.025,-0.07
KC,2022-06-23,86.4,-2.52,5.77,"Cruz, Oneil",665833,502085,,called_strike,NA,NA,NA,NA,5,Oneil Cruz lines out to third baseman Patrick Wisdom.,R,L,R,PIT,CHC,S,NA,,1,1,2022,0.22,-0.98,0.2,2.77,NA,NA,NA,2,8,Bot,NA,NA,NA,NA,575929,NA,NA,6.04763974078754,-125.643269051266,1.09591872582571,1.02182110771515,26.1788236707489,-42.9943661600009,3.65,1.69,NA,NA,NA,86.3,2598,6.3,661106,502085,575929,663845,592743,621550,663538,664023,666624,542364,54.17,NA,NA,NA,NA,NA,NA,NA,71,3,Knuckle Curve,7,7,7,7,7,7,7,7,Standard,Standard,40,0,-0.023
KC,2022-06-23,88.8,-2.57,5.64,"Cruz, Oneil",665833,502085,,ball,NA,NA,NA,NA,14,Oneil Cruz lines out to third baseman Patrick Wisdom.,R,L,R,PIT,CHC,B,NA,,0,1,2022,0.18,-0.57,1.83,-0.76,NA,NA,NA,2,8,Bot,NA,NA,NA,NA,575929,NA,NA,10.4091743141137,-128.788019049511,-8.40420488861511,-0.204145899376733,26.9602717948621,-36.9014470455597,3.73,1.82,NA,NA,NA,88.9,2673,6.6,661106,502085,575929,663845,592743,621550,663538,664023,666624,542364,53.93,NA,NA,NA,NA,NA,NA,NA,71,2,Knuckle Curve,7,7,7,7,7,7,7,7,Standard,Standard,20,0,0.011
KC,2022-06-23,84.5,-2.52,5.79,"Cruz, Oneil",665833,502085,,called_strike,NA,NA,NA,NA,7,Oneil Cruz lines out to third baseman Patrick Wisdom.,R,L,R,PIT,CHC,S,NA,,0,0,2022,0.83,-0.99,-0.46,2.21,NA,NA,NA,2,8,Bot,NA,NA,NA,NA,575929,NA,NA,3.14961351585307,-123.089269138014,-0.0778436146453816,7.92581257012089,22.8031607005876,-42.4393125936912,3.79,1.81,NA,NA,NA,85.2,2680,6.5,661106,502085,575929,663845,592743,621550,663538,664023,666624,542364,53.98,NA,NA,NA,NA,NA,NA,NA,71,1,Knuckle Curve,7,7,7,7,7,7,7,7,Standard,Standard,40,0,-0.017
CU,2022-06-22,83,-1.54,5.8,"Cruz, Oneil",665833,624522,field_out,hit_into_play,NA,NA,NA,NA,6,Oneil Cruz pops out to second baseman Jonathan Villar.,R,L,R,PIT,CHC,X,4,popup,2,2,2022,0.41,-0.86,0.3,2.46,NA,NA,NA,0,5,Bot,142.8,160.24,NA,NA,543228,NA,NA,3.39127264790517,-120.854915880483,0.487732579089354,3.38911133879827,23.0178659920506,-40.9714976966533,3.76,1.75,97,88.8,71,82.9,2023,6.1,661107,624522,543228,663845,542340,621550,663538,676369,542364,518792,54.37,0.003,0.003,0,1,0,0,3,48,6,Curveball,1,10,1,10,10,1,1,10,Infield shift,Standard,29,-0.002,-0.195
FF,2022-06-22,94.9,-1.52,5.83,"Cruz, Oneil",665833,624522,,foul,NA,NA,NA,NA,6,Oneil Cruz pops out to second baseman Jonathan Villar.,R,L,R,PIT,CHC,S,NA,,2,2,2022,-0.2,1.48,0.61,3.1,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,543228,NA,NA,5.98565940394243,-138.124911040485,-4.79960177270867,-3.82725170747166,30.3893394686368,-12.3597595925109,3.76,1.75,192,75.4,56,94.8,2480,6.2,661107,624522,543228,663845,542340,621550,663538,676369,542364,518792,54.29,NA,NA,NA,NA,NA,NA,NA,48,5,4-Seam Fastball,1,10,1,10,10,1,1,10,Infield shift,Standard,203,0,0
FF,2022-06-22,94.4,-1.58,5.66,"Cruz, Oneil",665833,624522,,called_strike,NA,NA,NA,NA,8,Oneil Cruz pops out to second baseman Jonathan Villar.,R,L,R,PIT,CHC,S,NA,,2,1,2022,-0.48,1.13,0.13,2.23,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,543228,NA,NA,5.50237972683333,-137.254071716787,-5.74193426545093,-7.31555968874766,31.4003143964681,-16.7558802494984,3.59,1.75,NA,NA,NA,94,2371,6.2,661107,624522,543228,663845,542340,621550,663538,676369,542364,518792,54.3,NA,NA,NA,NA,NA,NA,NA,48,4,4-Seam Fastball,1,10,1,10,10,1,1,10,Infield shift,Standard,211,0,-0.066
FC,2022-06-22,90.4,-1.62,5.77,"Cruz, Oneil",665833,624522,,ball,NA,NA,NA,NA,14,Oneil Cruz pops out to second baseman Jonathan Villar.,R,L,R,PIT,CHC,B,NA,,1,1,2022,0.32,0.45,1.36,2.61,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,543228,NA,NA,6.73034311674491,-131.616098452049,-2.94991781226711,2.49248712424355,24.9529361506642,-26.5564176880661,3.76,1.75,NA,NA,NA,90.4,2603,6,661107,624522,543228,663845,542340,621550,663538,676369,542364,518792,54.47,NA,NA,NA,NA,NA,NA,NA,48,3,Cutter,1,10,1,10,10,1,1,10,Standard,Standard,197,0,0.049
CU,2022-06-22,81.3,-1.6,5.86,"Cruz, Oneil",665833,624522,,swinging_strike,NA,NA,NA,NA,14,Oneil Cruz pops out to second baseman Jonathan Villar.,R,L,R,PIT,CHC,S,NA,,1,0,2022,0.48,-1.22,0.71,1.35,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,543228,NA,NA,4.2267192414434,-118.31424844909,-1.12999737882339,3.70822501008776,23.1630958787784,-43.655902246462,3.76,1.75,NA,NA,NA,80.7,2653,5.9,661107,624522,543228,663845,542340,621550,663538,676369,542364,518792,54.56,NA,NA,NA,NA,NA,NA,NA,48,2,Curveball,1,10,1,10,10,1,1,10,Standard,Standard,42,0,-0.043
FF,2022-06-22,93.6,-1.66,5.9,"Cruz, Oneil",665833,624522,,ball,NA,NA,NA,NA,11,Oneil Cruz pops out to second baseman Jonathan Villar.,R,L,R,PIT,CHC,B,NA,,0,0,2022,-0.22,1.31,-0.65,5.3,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,543228,NA,NA,3.06171902190182,-136.321888286471,1.25024962782431,-3.37312409496186,28.6139977711596,-16.2852428240448,3.73,1.75,NA,NA,NA,93.3,2282,5.9,661107,624522,543228,663845,542340,621550,663538,676369,542364,518792,54.57,NA,NA,NA,NA,NA,NA,NA,48,1,4-Seam Fastball,1,10,1,10,10,1,1,10,Standard,Standard,206,0,0.033
FF,2022-06-22,94.8,-1.51,5.84,"Cruz, Oneil",665833,624522,field_out,hit_into_play,NA,NA,NA,NA,3,Oneil Cruz flies out to left fielder Ian Happ.,R,L,R,PIT,CHC,X,7,fly_ball,2,1,2022,-0.29,1.42,0.36,3.14,NA,NA,NA,0,3,Bot,35.85,101.54,NA,NA,543228,NA,NA,5.54067101191625,-137.938300172172,-4.51882553699805,-5.01408690795984,32.3748657141322,-13.3105259489273,3.76,1.75,327,91.1,37,94.5,2377,6.2,661107,624522,543228,663845,542340,621550,663538,664023,542364,518792,54.26,0.02,0.018,0,1,0,0,3,28,4,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,208,-0.01,-0.261
FC,2022-06-22,91.1,-1.6,5.84,"Cruz, Oneil",665833,624522,,called_strike,NA,NA,NA,NA,9,Oneil Cruz flies out to left fielder Ian Happ.,R,L,R,PIT,CHC,S,NA,,2,0,2022,0.44,0.72,0.43,2.24,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,543228,NA,NA,4.15921734531662,-132.652464616645,-4.69223622785563,4.36122735057387,26.7621967593746,-22.9396830130544,3.74,1.75,NA,NA,NA,91.1,2589,6.1,661107,624522,543228,663845,542340,621550,663538,664023,542364,518792,54.39,NA,NA,NA,NA,NA,NA,NA,28,3,Cutter,1,7,1,7,7,1,1,7,Standard,Standard,187,0,-0.056
